Label,Features
n07740461,[ 97  87 100 ... 189 117 107]
n07740461,[255 255 255 ... 253 253 253]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[49 71 99 ... 39 36 33]
n07740461,[ 50  84  70 ...  90 105  82]
n07740461,[113 131 198 ...  33  49 228]
n07740461,[ 46 105  86 ...   5  26   7]
n07740461,[214 198 156 ...  80  99  60]
n07740461,[155 171 208 ... 148 180 226]
n07740461,[  2  70 110 ...   4  97 132]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[242 243 243 ... 240 241 241]
n07740461,[ 11  20  14 ... 163 193 203]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 0  1  3 ... 14 26 43]
n07740461,[109 109 109 ... 109 110 110]
n07740461,[ 66 122 128 ...  92  82  72]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[254 254 254 ...  66  78  67]
n07740461,[121 207 236 ... 255 255 255]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[ 9  8 55 ...  5 11 91]
n07740461,[ 16   3  83 ...  31  46 101]
n07740461,[ 22  13  17 ...  40  61 141]
n07740461,[212 248 242 ... 177 223 221]
n07740461,[ 87 137 172 ...  16  24  33]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[6 2 6 ... 4 2 3]
n07740461,[2 1 2 ... 1 0 2]
n07740461,[  0   1   1 ...  36  60 145]
n07740461,[  0  61 154 ...  84  81 155]
n07740461,[230 212 189 ... 138 193 108]
n07740461,[123 111 113 ... 138 138 138]
n07740461,[254 255 253 ... 254 255 253]
n07740461,[233 216 156 ...  33  39  42]
n07740461,[209 201 184 ... 255 255 251]
n07740461,[10 10 26 ... 13 21 63]
n07740461,[202 224 252 ... 142 109  96]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[195 231 249 ... 216 254 255]
n07740461,[135 178  92 ... 194 244 160]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 61  91 117 ...  31  26  58]
n07740461,[53 76 99 ... 55 73 96]
n07740461,[250 255 254 ... 255 255 255]
n07740461,[43 47 36 ... 50 56 45]
n07740461,[253 255 255 ... 255 255 255]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[ 21  14  43 ...  85  71 163]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 13  25  24 ... 136 130 130]
n07740461,[129 105 212 ... 226 242 254]
n07740461,[150 154 142 ... 151 152 136]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[141  91  61 ...  25  20  22]
n07740461,[166 182 208 ...  34  55  51]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[111 112  98 ...  69  82  80]
n07740461,[ 9 16 55 ...  2  4  9]
n07740461,[215 232 245 ... 237 248 255]
n07740461,[ 17  15 139 ...  79  72 237]
n07740461,[255 254 254 ... 237 254 255]
n07740461,[253 253 253 ...  15  18  47]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[123 157 167 ...  96 141 152]
n07740461,[ 56  80  71 ... 188 245 215]
n07740461,[117 135 161 ...  42  52  85]
n07740461,[  9  11  42 ...  72  64 115]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[112 117 124 ... 134 140 150]
n07740461,[ 80 102  95 ...  76  98 185]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[137 142 140 ... 167 175 181]
n07740461,[115 196 244 ...  63  90 244]
n07740461,[158 153 151 ...  99  93  90]
n07740461,[140 170 254 ...  61  76 189]
n07740461,[ 96 114 158 ...   7   9   9]
n07740461,[ 16  16  16 ...  60 178  86]
n07740461,[255 255 255 ...  35  44  82]
n07740461,[223 253 238 ...   2   3   1]
n07740461,[255 255 255 ...  13  42  32]
n07740461,[151 199 225 ... 137 182 206]
n07740461,[20 20 20 ...  8 10 10]
n07740461,[216 217 214 ... 109 180 209]
n07740461,[253 253 253 ... 158 158 165]
n07740461,[208 154  83 ...  38  65  35]
n07740461,[ 23  20  15 ... 161 158 146]
n07740461,[ 43  64  78 ... 211 209 207]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 73 126  89 ...  26 142  95]
n07740461,[ 14  14  24 ... 130 154 196]
n07740461,[255 255 254 ... 255 255 254]
n07740461,[228 233 232 ...  18  20  41]
n07740461,[ 32  28  97 ...  49  49 140]
n07740461,[ 35  44  58 ... 223 222 212]
n07740461,[255 255 255 ... 254 254 254]
n07740461,[255 255 255 ... 246 246 246]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 41  27  18 ... 221 212 203]
n07740461,[ 59  70  95 ... 178 184 202]
n07740461,[ 96 180 150 ...   9  56  32]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 43  51  44 ...  67  81 122]
n07740461,[ 75 140 104 ...  88 147 129]
n07740461,[151 174 189 ... 173 184 188]
n07740461,[ 73 102  69 ...  22  31  18]
n07740461,[ 50  37 167 ... 173 159 231]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[193 232 218 ...  16  17  18]
n07740461,[  9 209 224 ...  20  32 106]
n07740461,[133 125 126 ...  87  82  83]
n07740461,[ 4 10 71 ...  9 12 50]
n07740461,[ 57  85 219 ...  34  39 174]
n07740461,[ 73 102  99 ...  61  63  61]
n07740461,[177 177 196 ... 176 151 167]
n07740461,[199 199 199 ... 198 198 198]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[143 132 120 ... 237 239 230]
n07740461,[ 64  76 218 ...  41  44 151]
n07740461,[160 143  16 ... 167 148  46]
n07740461,[186 186 186 ...  64 143  92]
n07740461,[99 99 99 ... 14 19 18]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[157 157 157 ... 184 186 186]
n07740461,[ 15   6 108 ... 131 203 243]
n07740461,[147 152 177 ... 159 190 220]
n07740461,[25 36 48 ... 25 69 62]
n07740461,[255 255 255 ... 207 219 208]
n07740461,[255 255 255 ... 243 244 242]
n07740461,[140 178 219 ... 223 252 255]
n07740461,[248 184 134 ... 167 214 192]
n07740461,[ 35 144 198 ...  30  15  96]
n07740461,[ 81  81 219 ...   3   1   6]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[251 253 253 ... 250 252 252]
n07740461,[ 96 112 114 ...  65  69  74]
n07740461,[ 14  30  66 ... 194 192 192]
n07740461,[119 176 161 ...  70 103  82]
n07740461,[  6  17  88 ... 200 191 173]
n07740461,[ 77  89 123 ...  28  38  53]
n07740461,[0 0 0 ... 1 1 1]
n07740461,[193 167 149 ...  56  41  23]
n07740461,[ 45 104 105 ...  56  42 145]
n07740461,[1 1 1 ... 2 2 2]
n07740461,[103 151 199 ... 125 165 223]
n07740461,[70 71 69 ... 75 79 75]
n07740461,[97 94 91 ...  4  4  4]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[37 44 53 ... 40 49 69]
n07740461,[182 166 183 ... 183 160 174]
n07740461,[14 23 30 ... 19 29 42]
n07740461,[110 104 109 ... 124 132 139]
n07740461,[213 205 206 ... 246 248 249]
n07740461,[125 188 238 ... 138 213 252]
n07740461,[ 61  58  44 ...  39  92 132]
n07740461,[161 177 190 ... 204 218 222]
n07740461,[ 70  65 208 ... 122 105 154]
n07740461,[254 254 254 ... 255 255 255]
n07740461,[194 207 231 ... 216 202 184]
n07740461,[1 1 1 ... 0 1 2]
n07740461,[216 211 210 ... 161 158 160]
n07740461,[252 252 252 ... 252 253 253]
n07740461,[161 174 193 ...  31  29  41]
n07740461,[70 68 68 ...  9  7 44]
n07740461,[80 32 80 ... 80 32 80]
n07740461,[150 117 108 ...  66 130 130]
n07740461,[21 31 45 ... 20 29 30]
n07740461,[254 254 254 ... 252 252 252]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[251 251 251 ... 255 255 255]
n07740461,[115 202 159 ...  44  30  45]
n07740461,[184 190 189 ...   3   4 110]
n07740461,[219 253 251 ... 118 194 211]
n07740461,[182 177 174 ... 168 162 163]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[101 141 188 ... 236 230 231]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 252 255 ... 254 250 254]
n07740461,[  1   2  41 ... 130 160 203]
n07740461,[ 80 147 144 ...   1   1   1]
n07740461,[ 45 150  36 ...  38 148  28]
n07740461,[138 194 203 ...  23  60 121]
n07740461,[255 255 255 ... 254 254 254]
n07740461,[  8  57 107 ... 104 111 237]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[122 150 161 ...  54  58 139]
n07740461,[ 92 122  65 ...  88 122  56]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[250 238 226 ... 136 108 112]
n07740461,[18 30  0 ... 10 31  8]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 20  26  21 ...  69 100  93]
n07740461,[ 40  60 135 ...  36  37 140]
n07740461,[247 251 252 ... 207 219 231]
n07740461,[ 27  29  20 ... 134 164 192]
n07740461,[32 37 19 ...  7 14 22]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[112 133  88 ...   1  15  73]
n07740461,[ 58  79  93 ...  72  87 100]
n07740461,[ 33  34  55 ...  83 126 159]
n07740461,[15 31 74 ... 67 68 94]
n07740461,[ 26  46  90 ...  50  79 134]
n07740461,[184 185 189 ... 244 245 246]
n07740461,[251 197 134 ...  65 152 138]
n07740461,[1 1 1 ... 2 2 2]
n07740461,[ 77 190 161 ...   7  34  21]
n07740461,[  3  29 185 ...   5  60 174]
n07740461,[ 87 142 169 ...  24  60  85]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 2 11 17 ... 87 83 81]
n07740461,[255 255 255 ... 254 254 254]
n07740461,[28 49 14 ... 68 81 67]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[153 147 153 ... 154 151 135]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[254 254 254 ... 254 254 254]
n07740461,[227 224 216 ... 254 254 254]
n07740461,[255 255 255 ... 254 254 254]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[146 120 136 ...   7   5  25]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[45 31 15 ... 33 21 18]
n07740461,[ 5  8 12 ...  6  9 13]
n07740461,[253 253 253 ... 253 253 253]
n07740461,[155 153 152 ... 166 157 147]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[188 189 189 ... 246 246 243]
n07740461,[215 209 202 ... 119 140 134]
n07740461,[0 0 0 ... 1 1 1]
n07740461,[118 155 193 ... 127 170 202]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[168 174 187 ... 157 170 186]
n07740461,[ 52 159 137 ...  35  75  61]
n07740461,[131 221 255 ...   8   0  43]
n07740461,[132 122 104 ... 142 132 115]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[73 73 61 ... 79 78 58]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[215 207 200 ...   3  13 115]
n07740461,[  0   0   0 ... 206 217  39]
n07740461,[ 33 140  68 ... 101 115 247]
n07740461,[ 2 16 24 ...  1  5 14]
n07740461,[250 255 255 ... 255 255 255]
n07740461,[111 111  71 ... 100 125  74]
n07740461,[168 222 212 ... 122 146 165]
n07740461,[ 4 13 25 ...  4 13 24]
n07740461,[241 241 241 ... 244 244 244]
n07740461,[125 158 118 ... 147 148 234]
n07740461,[215 207 214 ... 150 146 158]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  2  17 209 ...   4  60 213]
n07740461,[227 224 224 ... 136 139 144]
n07740461,[92 92 92 ... 94 94 94]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 18  36  89 ... 198 189 181]
n07740461,[  4  11  25 ...   2  19 123]
n07740461,[0 0 0 ... 1 1 1]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[17 21 45 ... 33 20 81]
n07740461,[ 46 158 195 ...  24  22  49]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 54  62  55 ... 135 132 101]
n07740461,[253 253 253 ... 253 253 253]
n07740461,[8 7 3 ... 1 1 1]
n07740461,[211 228 237 ... 232 246 244]
n07740461,[255 255 255 ...  41  13 205]
n07740461,[ 53 175 166 ...   0   5   4]
n07740461,[  2  26 100 ...   3   2  11]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[  1 204 255 ...   1 204 255]
n07740461,[ 23  16 100 ...  14  13  93]
n07740461,[ 37  22 129 ...  48  14 169]
n07740461,[181 238 239 ... 181 238 239]
n07740461,[226 229 227 ... 241 244 242]
n07740461,[14  9 46 ...  0  2  3]
n07740461,[219 218 220 ...   4  11 103]
n07740461,[67 61 15 ... 57 57 97]
n07740461,[255 255 255 ... 254 255 254]
n07740461,[ 61 141 115 ... 105 152 142]
n07740461,[ 94  93 102 ...   6   6  53]
n07740461,[ 86 119  92 ... 208 237 253]
n07740461,[146 181 203 ... 116 138 163]
n07740461,[79 76 70 ...  5  4  9]
n07740461,[ 47  82  56 ...  76 112  89]
n07740461,[24 35 38 ... 21 32 39]
n07740461,[251 193 170 ... 235 213 208]
n07740461,[ 69  84  91 ...  17  98 151]
n07740461,[137 141 142 ... 197 190 183]
n07740461,[254 254 254 ... 253 253 253]
n07740461,[244 233 205 ... 127 138  65]
n07740461,[  7   4 141 ... 115 132 192]
n07740461,[124 184 226 ...  39  90 140]
n07740461,[6 6 6 ... 8 8 8]
n07740461,[124 180 230 ... 127 157 192]
n07740461,[ 12  11  13 ... 160 170 167]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[44 36 28 ... 60 70 79]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[246 246 246 ... 255 255 255]
n07740461,[10 75 50 ... 52 85 70]
n07740461,[  7  11  94 ...  64 136 172]
n07740461,[191 186 188 ...   1   1  45]
n07740461,[255 255 255 ... 253 254 252]
n07740461,[0 0 0 ... 9 9 9]
n07740461,[122 210 200 ...   1  14  28]
n07740461,[ 36  29 135 ...  25  23  89]
n07740461,[255 255 255 ... 210 191 165]
n07740461,[ 42  44  15 ... 172 191 194]
n07740461,[ 71 153 138 ...  85 152 122]
n07740461,[ 36  28  51 ... 203 216 255]
n07740461,[ 31  70  65 ... 182 209 177]
n07740461,[ 9 29 90 ...  0  1  5]
n07740461,[ 28   8  25 ...  33  18 156]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[176 208 207 ... 119 153 153]
n07740461,[ 70  70 166 ... 189 204 199]
n07740461,[166 201 244 ...  97 132 162]
n07740461,[158 181 203 ...  95 110 136]
n07740461,[203 255 255 ... 203 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 251 ... 255 255 255]
n07740461,[194 193 192 ... 223 220 215]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 71 147 121 ...   7  16  21]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ...  58  70 174]
n07740461,[255 255 255 ...   7  26 142]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[ 40 138 116 ...  40 138 116]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[162 182 177 ...  83 152 141]
n07740461,[  3  18  11 ... 141 156 172]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[37 44 53 ... 40 49 69]
n07740461,[ 42  64 202 ...   9   5   0]
n07740461,[254 254 254 ... 255 255 255]
n07740461,[198 222 229 ... 179 207 214]
n07740461,[173 166 157 ... 204 197 188]
n07740461,[ 56  63 102 ... 128 136 191]
n07740461,[255 255 255 ...   2  60 184]
n07740461,[223 229 227 ... 228 219 225]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[255 255 255 ...  22  29  56]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[0 0 0 ... 0 0 0]
n07740461,[253 254 254 ... 255 255 255]
n07740461,[235 231 227 ...  24  94 201]
n07740461,[110  65  57 ...  16   7   4]
n07740461,[202 194 181 ... 223 214 206]
n07740461,[255 255 255 ... 255 255 255]
n07740461,[154 157 131 ... 255 255 255]
n07740461,[255 255 255 ...   6  21  65]
n07740461,[  2   1 117 ...   1   0 145]
n07740461,[ 14  94  45 ...  72  80 139]
n07740461,[192 192 192 ... 192 192 192]
n07740461,[214 221 224 ... 207 216 225]
n07740461,[126 210 204 ...  16 166 146]
n07740461,[135 182 199 ...  55  50  81]
n07740461,[ 40  36  43 ... 187 151 143]
n07740461,[ 44  10   1 ...  25  12 231]
n07740461,[ 8 27 70 ...  2 41 35]
n07740461,[15 13 36 ... 28 31 34]
n07740461,[255 255 255 ... 255 255 255]
