Label,Features
n07749192,[ 15  35  83 ...   8 102 139]
n07749192,[8 8 8 ... 8 8 8]
n07749192,[238 249 254 ... 202 255 254]
n07749192,[ 1 78 68 ... 25 63 94]
n07749192,[186 152 140 ... 255 255 255]
n07749192,[51 59 60 ...  8  9  1]
n07749192,[150 143 124 ... 102 104 112]
n07749192,[101 134  67 ... 255 255 255]
n07749192,[16 20 22 ... 75 79 80]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 30  90  70 ... 111 180 169]
n07749192,[58 62 61 ... 18 18 11]
n07749192,[198 198 198 ... 255 255 255]
n07749192,[  8   3   4 ...  25 120  84]
n07749192,[183 193 163 ... 235 240 225]
n07749192,[ 90 219 248 ...   3 112 148]
n07749192,[43 37 42 ... 48 45 42]
n07749192,[109 119 151 ... 216 122  98]
n07749192,[210 204 193 ... 198 195 190]
n07749192,[41 51 54 ... 47 37 43]
n07749192,[254 254 254 ... 254 254 254]
n07749192,[236 215 166 ...  66 169  27]
n07749192,[ 4 24  5 ... 18 17 17]
n07749192,[105 148  27 ...  17  24  26]
n07749192,[129 136 125 ... 173 169 159]
n07749192,[254 254 254 ... 254 254 254]
n07749192,[255 255 255 ...  11  17  72]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[249 255 254 ... 255 255 255]
n07749192,[20 24 25 ... 49 53 58]
n07749192,[210 203 200 ... 128 132 132]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 8 22 28 ...  2  9  4]
n07749192,[141 194 245 ...  20 120 185]
n07749192,[ 57  75 131 ...  59 164 250]
n07749192,[7 7 7 ... 6 6 6]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[192 209 187 ... 112 115 105]
n07749192,[ 59 208 183 ...  94 146 171]
n07749192,[255 250 240 ... 248 243 239]
n07749192,[  9  41  31 ...  28 142 105]
n07749192,[23 51 31 ... 36 31 32]
n07749192,[ 94 122  99 ...   6   2  14]
n07749192,[101  80  92 ... 128 123 121]
n07749192,[255 255 246 ... 253 255 255]
n07749192,[ 11  69 132 ...   0 116 191]
n07749192,[130 174 206 ... 215 228 239]
n07749192,[ 57  39  31 ... 119 186 210]
n07749192,[ 58 124  87 ...  46 100  76]
n07749192,[208 195 189 ... 191 197 196]
n07749192,[14  4  0 ...  0  0  0]
n07749192,[192 171 173 ... 189 182 185]
n07749192,[ 11 137 255 ...   1   0  46]
n07749192,[83 90 83 ... 14 18 17]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 42  48  55 ... 250 255 253]
n07749192,[37 29 40 ... 21 22 33]
n07749192,[118 152 182 ...  95 124 138]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[64 68 67 ...  3  3  3]
n07749192,[27 48 59 ... 55 39 61]
n07749192,[51 99 83 ...  7 29 34]
n07749192,[9 9 9 ... 5 5 5]
n07749192,[ 15  17  17 ... 137 127 131]
n07749192,[253 255 246 ... 254 253 255]
n07749192,[  7 164 233 ...  11 151 227]
n07749192,[253 253 253 ... 255 255 255]
n07749192,[235 250 252 ... 236 251 254]
n07749192,[ 84 105 107 ...  14  29  30]
n07749192,[ 47  54  47 ... 236 248 253]
n07749192,[212 208 197 ... 191 198 197]
n07749192,[ 40  33  34 ...  32 100 149]
n07749192,[119 157 150 ...  36  44  41]
n07749192,[ 96 120 143 ...  47  24  23]
n07749192,[20 45 25 ... 23 31 24]
n07749192,[112 121 139 ...  67  73  70]
n07749192,[ 40 229 244 ...  38  69 106]
n07749192,[ 43  35  36 ... 135  87  80]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  7  10  16 ...  17  37 190]
n07749192,[ 92  95 118 ... 179 174 169]
n07749192,[ 35  37  22 ... 138 152 122]
n07749192,[208 213 212 ...  11  18  25]
n07749192,[105 141 162 ... 182 171 173]
n07749192,[  6 100 145 ...  41  93 131]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 45  40  35 ... 156 180 209]
n07749192,[ 46  48  48 ...  75 111 130]
n07749192,[  2  30  78 ...  38  94 172]
n07749192,[23 54 33 ... 13 22 22]
n07749192,[254 255  69 ... 110   1   1]
n07749192,[197 202 224 ... 193 211 226]
n07749192,[236 251 254 ... 255 255 255]
n07749192,[115 148 194 ... 118 132 155]
n07749192,[ 16  91 150 ...   3   1  12]
n07749192,[  0  69 158 ...   0  25 106]
n07749192,[164 162 134 ...  17  37  49]
n07749192,[251 251 250 ... 255 255 255]
n07749192,[16 18 26 ... 69 69 67]
n07749192,[8 8 8 ... 7 7 7]
n07749192,[ 19  23  19 ... 171 183 191]
n07749192,[225 239 251 ... 221 229 245]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  1  82 202 ...   4  98 226]
n07749192,[254 254 254 ... 255 255 255]
n07749192,[220 236 229 ... 208 223 217]
n07749192,[134 155 157 ...  42  40  32]
n07749192,[255 253 254 ... 252 255 250]
n07749192,[ 54  57  70 ... 169 174 192]
n07749192,[4 2 2 ... 6 0 5]
n07749192,[ 68  31  23 ...  35  95 208]
n07749192,[  9 110  92 ...  19 119 111]
n07749192,[ 42 115 208 ...  17 122 218]
n07749192,[ 34  39  60 ... 248 251 255]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  1 255   0 ...   1 255   0]
n07749192,[23 34 40 ... 54 42 37]
n07749192,[249 250 255 ... 255 254 253]
n07749192,[224 236 236 ... 250 255 253]
n07749192,[  2 103 217 ...   8  53 151]
n07749192,[104 119 106 ...  14  33  75]
n07749192,[233 238 236 ... 233 240 237]
n07749192,[223 201 179 ...  55  37 101]
n07749192,[255 255 255 ... 254 255 255]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 23  24  85 ...  52  46 119]
n07749192,[105 148 154 ...  15  19  18]
n07749192,[180 171 161 ... 130 140 133]
n07749192,[ 14 103 193 ...  12  26  47]
n07749192,[254 255 253 ... 190 108  49]
n07749192,[243 248 255 ... 250 253 254]
n07749192,[174 137  73 ... 175 215 239]
n07749192,[ 78 113 197 ...  50 116 174]
n07749192,[251 251 251 ... 251 251 251]
n07749192,[26  7  0 ... 14  4  4]
n07749192,[254 254 254 ... 254 254 254]
n07749192,[  2  38 175 ...   2  59 192]
n07749192,[ 26  48  92 ...  32  58 102]
n07749192,[ 33  24  18 ...  26  96 133]
n07749192,[248 249 249 ... 255 253 254]
n07749192,[ 57  84 118 ... 188 200 212]
n07749192,[221 203 194 ... 243 224 239]
n07749192,[  6 158 252 ...   4 111 247]
n07749192,[231 231 231 ... 233 232 231]
n07749192,[130 197 205 ...  35  57  98]
n07749192,[58 66 66 ... 83 91 91]
n07749192,[141 170 195 ...  43  64  81]
n07749192,[149 145 110 ...  16  27  66]
n07749192,[55 71 78 ... 23 31 32]
n07749192,[100  86  83 ... 146 129 119]
n07749192,[237 217 240 ...   6  15  47]
n07749192,[ 6 10 28 ... 11 30 51]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[110 132 105 ... 104 137 204]
n07749192,[ 3 28 33 ... 74 89 73]
n07749192,[205 214 188 ... 243 245 233]
n07749192,[  0  44 157 ...   0  12 121]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 37  36  25 ... 139 179 193]
n07749192,[214 223 232 ... 226 220 215]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[255 255 255 ... 254 255 252]
n07749192,[ 45 129  84 ...   3  26  18]
n07749192,[ 22  31  41 ... 156 123 102]
n07749192,[ 29  29  29 ...  30  54 106]
n07749192,[0 0 0 ... 0 0 0]
n07749192,[251 254 252 ... 251 254 252]
n07749192,[189 199 189 ... 197 200 200]
n07749192,[ 84 105 117 ...  10   5  67]
n07749192,[ 70 122 156 ... 144 122  59]
n07749192,[ 34  86  54 ... 140 177 105]
n07749192,[254 251 255 ... 255 255 254]
n07749192,[177 187 157 ... 185 187 175]
n07749192,[ 48 133 170 ... 156 202 241]
n07749192,[ 95 102  87 ... 102 104  73]
n07749192,[119 132 146 ...  94 106 112]
n07749192,[255 254 254 ... 251 253 254]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 38  99  55 ... 204 110  86]
n07749192,[204 231 245 ... 217 222 223]
n07749192,[33 39 43 ... 60 65 35]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[59 71 75 ... 31 35 30]
n07749192,[ 17 117 227 ...   0  15  58]
n07749192,[255 255 255 ...  73 174 232]
n07749192,[63 62 64 ... 61 55 61]
n07749192,[120 175 251 ...   1 140 252]
n07749192,[15 19 20 ... 21 34 48]
n07749192,[  8  62 129 ...  33  40   9]
n07749192,[ 5 10  9 ...  9 13 11]
n07749192,[ 30 118 169 ...  12 129 238]
n07749192,[255 255 255 ... 246 254 254]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  7   9   9 ... 223 247 253]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[54 54 37 ...  2  0  0]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[149 149 149 ... 151 151 151]
n07749192,[227 250 245 ... 205 242 234]
n07749192,[ 41 100 228 ...  51  57  90]
n07749192,[199 207 211 ...  62  43  30]
n07749192,[ 38  61  97 ... 159 214 242]
n07749192,[133 138 136 ... 113  93  91]
n07749192,[209 217 163 ... 217 217 206]
n07749192,[104 117  91 ...  91 114  81]
n07749192,[ 81 114 130 ...  68 119 149]
n07749192,[ 12 145 248 ...   5  47 138]
n07749192,[ 17 109 211 ...  14  95 192]
n07749192,[ 34  41  44 ... 248 250 255]
n07749192,[ 63 159 225 ...  48  89 226]
n07749192,[ 0 17 44 ...  0  4  3]
n07749192,[ 24  95 184 ...  18  80 157]
n07749192,[ 83 103 118 ...   6   6   4]
n07749192,[254 254 254 ... 254 254 254]
n07749192,[  6  75 126 ...   0  17 105]
n07749192,[105 123 149 ... 120 138 163]
n07749192,[ 79 181 244 ...   6  91 218]
n07749192,[ 3 20 58 ... 12 22 46]
n07749192,[  2 118 254 ...  47  42  39]
n07749192,[252 253 251 ...  60  64 165]
n07749192,[ 40 171 253 ...  86  76 107]
n07749192,[114 114 114 ... 255 255 255]
n07749192,[ 37  20   4 ...  35 112 237]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  6  69 217 ...  97 151 183]
n07749192,[ 9 29 38 ...  5  1  8]
n07749192,[ 20  23  13 ...  98 119 141]
n07749192,[ 30 163 254 ...  15  33 126]
n07749192,[154 161 149 ... 113 116 111]
n07749192,[143  62  47 ... 165  78  58]
n07749192,[214 190 162 ...  35  54  57]
n07749192,[105  92  87 ...  15  13  60]
n07749192,[56 67 59 ...  1  3  4]
n07749192,[237 249 248 ...  39 131 227]
n07749192,[223 218 217 ... 102 135 220]
n07749192,[27 40 32 ... 62 72 67]
n07749192,[ 38 106 209 ...  30 140 235]
n07749192,[  3  23  12 ...  35 107  94]
n07749192,[113 138 175 ...  71  88 119]
n07749192,[ 27  39  42 ...   2  27 101]
n07749192,[101 148 218 ... 226 242 248]
n07749192,[ 63  99 178 ... 255 255 255]
n07749192,[0 0 0 ... 0 0 0]
n07749192,[ 18 108 252 ...  14  74 250]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  3  31  16 ...   4  77 252]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[243 243 243 ... 255 255 255]
n07749192,[254 254 254 ... 254 254 254]
n07749192,[ 42 105  46 ...  40  71 167]
n07749192,[148 193 208 ...  42 117 134]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 6 13 32 ...  2  7 26]
n07749192,[25 39 35 ... 22 43 42]
n07749192,[ 2  6 17 ...  7 16 20]
n07749192,[207 213 198 ... 247 240 231]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  6  68 135 ... 143 166 187]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 41  83 117 ...  51  96 125]
n07749192,[ 53  47 107 ...  47 147 240]
n07749192,[125 131 127 ... 202 198 197]
n07749192,[253 253 253 ... 253 253 253]
n07749192,[ 67  56  65 ... 205 178 161]
n07749192,[ 8 49 24 ...  7 23 20]
n07749192,[ 87 109 115 ...   9  93 205]
n07749192,[27 29 29 ... 45 34 33]
n07749192,[204 196 203 ... 236 224 225]
n07749192,[133 169 105 ...  17  73 177]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  2 105 238 ...   1   5   9]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[177 225 227 ...  63 169 180]
n07749192,[ 34  42 102 ...  20  95 165]
n07749192,[ 30  73  82 ... 204 196 180]
n07749192,[135 124  86 ...  33  31  31]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[105 105 105 ...  15  15  15]
n07749192,[ 21 166 248 ...  23 166 247]
n07749192,[ 94  99  96 ... 115 125 138]
n07749192,[10 10 10 ... 52 61 78]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[169 164 162 ... 173 166 170]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 36  41  40 ... 124 120 119]
n07749192,[102  88 129 ... 171 186 205]
n07749192,[175 169 168 ... 176 171 169]
n07749192,[110  95  64 ...   3  20  81]
n07749192,[163 178 180 ... 151 162 166]
n07749192,[249 254 253 ... 159 207 255]
n07749192,[ 89 138 164 ...  65 134 183]
n07749192,[  3 162 245 ...   6 120 174]
n07749192,[ 13 114 252 ...  45  91 145]
n07749192,[118 215 242 ...   6  74 199]
n07749192,[68 38 29 ... 70 43 22]
n07749192,[247 249 249 ... 252 252 252]
n07749192,[ 87 206 247 ...  10  46 147]
n07749192,[0 0 0 ... 0 0 0]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 22  25  16 ...  24  40 106]
n07749192,[ 98  98 183 ...  66 210 249]
n07749192,[28 34  2 ... 12 14  2]
n07749192,[155 154 150 ... 224 202 177]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  1  62 145 ...   1 110 197]
n07749192,[106 108 135 ...  92  78 101]
n07749192,[36 30 10 ...  5 55 70]
n07749192,[ 76 170 236 ...  16 138 218]
n07749192,[121 206 253 ...   8   9   7]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[230 211 185 ... 201 163 138]
n07749192,[200 198 197 ... 235 235 235]
n07749192,[131 131 122 ...  19  20  30]
n07749192,[233 232 234 ... 252 251 253]
n07749192,[ 12   5   2 ...  38  83 153]
n07749192,[137 113 101 ... 153 121 106]
n07749192,[242 243 241 ...  92 100 107]
n07749192,[ 6  8  7 ...  5 19 26]
n07749192,[  6  51 162 ... 190 246 255]
n07749192,[ 99 105  85 ... 182 139  92]
n07749192,[103 248 149 ...  93 223 141]
n07749192,[  2   1   1 ... 141 168 174]
n07749192,[ 56  81 182 ...  62  86 197]
n07749192,[ 99 135 150 ... 233 233 233]
n07749192,[254 254 254 ... 255 254 255]
n07749192,[ 71  88 199 ... 255 255 255]
n07749192,[227 229 230 ...  32  24 182]
n07749192,[129 123 128 ... 252 240 238]
n07749192,[222 211 202 ... 105 130 142]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 4 10  8 ... 11  6  7]
n07749192,[77 80 91 ... 81 71 81]
n07749192,[ 53 104  86 ...   7  88  69]
n07749192,[194 232 251 ... 253 255 253]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 1  1  1 ... 17 30 52]
n07749192,[250 255 254 ...  53 158 252]
n07749192,[49 41 31 ...  0  7  6]
n07749192,[105 107 120 ...  69  48  65]
n07749192,[37 35 36 ... 21 22 32]
n07749192,[150 167 186 ... 134 157 178]
n07749192,[ 65  90 112 ... 103 131 155]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 88 100 121 ...  83 116 133]
n07749192,[ 5 24 20 ... 25 60 54]
n07749192,[  1  88 191 ...   1 138 235]
n07749192,[ 10  67 148 ...  19  90 183]
n07749192,[  5  59  93 ...  23  77 121]
n07749192,[ 29  22  21 ...  27 126  58]
n07749192,[140 150 132 ...  61  17  11]
n07749192,[155 140 182 ... 137 167 211]
n07749192,[ 51 132 198 ...  49 119 183]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[  2   1   1 ...  29  53 134]
n07749192,[251 253 253 ... 251 255 251]
n07749192,[29 32 16 ... 49 35 40]
n07749192,[77 98 95 ... 25 25 41]
n07749192,[ 1 29 44 ...  6 28 29]
n07749192,[12 41 15 ...  2 62 40]
n07749192,[11 11 11 ... 42 40 30]
n07749192,[202 229 250 ...  14  47  95]
n07749192,[124 128 127 ... 143 138 139]
n07749192,[211 225 203 ...   4  33  61]
n07749192,[ 57  68  63 ... 111 112 101]
n07749192,[175 180 145 ... 141 191 184]
n07749192,[ 2  2  2 ... 10  8 10]
n07749192,[ 67  96  47 ...  78 127 170]
n07749192,[198 197 213 ...  93 122 158]
n07749192,[229 229 229 ... 213 212 211]
n07749192,[255 255 255 ... 208 208 208]
n07749192,[165 167 158 ... 154 159 159]
n07749192,[207 135 129 ...  12 127 190]
n07749192,[  2  85 145 ...  83 103 110]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[135 100  74 ... 209 163 130]
n07749192,[0 0 0 ... 0 0 0]
n07749192,[ 2 33 66 ... 79 81 90]
n07749192,[115 109 142 ... 164 157 143]
n07749192,[ 62  74 107 ...  99  91 100]
n07749192,[ 98 103 111 ...  61  97 130]
n07749192,[253 248 249 ... 254 252 252]
n07749192,[109 120 123 ... 101 113 118]
n07749192,[122 138 130 ...  51  77 104]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[15 24 34 ... 36 65 92]
n07749192,[33 29 19 ... 61 59 51]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[181 155 149 ... 203 178 161]
n07749192,[ 36  44  64 ...  64 152 239]
n07749192,[ 21  68 125 ...  28  60 102]
n07749192,[ 52 128  80 ...  74 160 124]
n07749192,[183 193 199 ...  14   7  52]
n07749192,[28 30 25 ... 17 18 16]
n07749192,[ 6 12 12 ... 40 61 77]
n07749192,[13  8 19 ... 21 22 45]
n07749192,[255 255 255 ... 255 255 255]
n07749192,[ 28  73 106 ...  27  56  79]
n07749192,[253 254 253 ... 252 254 254]
n07749192,[49 54 77 ... 91 89 97]
n07749192,[178 143 111 ...  13  28  18]
n07749192,[ 17  38 118 ...  34  49 165]
n07749192,[255 255 255 ... 255 255 255]
